PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Lemon,1.27,20.1,25.53
Apples,1.88,20.9,39.29
Grapefruit,0.76,2.2,1.67
Parsnips,2.27,12.6,28.6
Strawberries,4.4,34,149.6
Celery,1.19,24.9,29.63
Grapes,2.63,15.1,39.71
Watermelon,0.66,17.4,11.48
Grapes,2.63,27,71.01
Parsnips,2.27,2.6,5.9
Asparagus,2.49,34.1,84.91
Butternut squash,1.28,16.2,20.74
Bok choy,1.42,23,32.66
Avocados,3.23,9.2,29.72
Fava beans,2.69,28,75.32
Kale,5.02,38.3,192.27
Brussels sprouts,1.65,4.5,7.43
Butternut squash,1.28,31.5,40.32
Orange,1.09,11,11.99
Coconuts,1.18,13.5,15.93
Apricots,3.71,11.1,41.18
Bananas,0.86,26.1,22.45
Apricots,3.71,21.4,79.39
Strawberries,4.4,33,145.2
Brussels sprouts,1.65,28.8,47.52
Yellow peppers,2.87,28,80.36
Lemon,1.27,33.2,42.16
Green peppers,1.89,39.2,74.09
Asparagus,2.49,17.8,44.32
Lime,1.06,23.4,24.8
Garlic,3.07,39.1,120.04
Papaya,1.34,24.2,32.43
Watermelon,0.66,30.5,20.13
Strawberries,4.4,35,154
Green peppers,1.89,37.4,70.69
Grapefruit,0.76,12.5,9.5
Celery,1.19,15,17.85
Tomatoes,3.16,9.4,29.7
Lime,1.06,30.8,32.65
Eggplant,2.32,22.4,51.97
Kale,5.02,35,175.7
Celery,1.19,34.5,41.06
Lime,1.06,2.7,2.86
Brussels sprouts,1.65,11.9,19.64
Papaya,1.34,10.9,14.61
Spinach,4.12,21.3,87.76
Brussels sprouts,1.65,13.7,22.61
Celery,1.19,10.9,12.97
Cherries,9.5,30.3,287.85
Bananas,0.86,5.6,4.82
Potatoes,0.86,8.3,7.14
Beets,1.51,11.7,17.67
Okra,2.26,23.8,53.79
Grapes,2.63,18.2,47.87
Tomatoes,3.16,15.8,49.93
Coconuts,1.18,33.2,39.18
Watermelon,0.66,19.8,13.07
Grapes,2.63,21,55.23
Papaya,1.34,34.3,45.96
Carrots,1.26,16.5,20.79
Ginger,5.13,4.3,22.06
Green cabbage,0.8,17.7,14.16
Cucumber,1.07,39.1,41.84
Yellow peppers,2.87,37.2,106.76
Parsnips,2.27,6.2,14.07
Brussels sprouts,1.65,22.8,37.62
Fava beans,2.69,14.1,37.93
Grapefruit,0.76,18.9,14.36
Grapefruit,0.76,28,21.28
Okra,2.26,7.6,17.18
Asparagus,2.49,19.1,47.56
Lime,1.06,1.3,1.38
Orange,1.09,8.3,9.05
Red onion,0.78,37.7,29.41
Apricots,3.71,14.4,53.42
Celery,1.19,16.9,20.11
Okra,2.26,13.9,31.41
Spinach,4.12,7.5,30.9
Butternut squash,1.28,25.6,32.77
Eggplant,2.32,25,58
Watermelon,0.66,16,10.56
Asparagus,2.49,0.6,1.49
Papaya,1.34,27.6,36.98
Parsnips,2.27,17.2,39.04
Lemon,1.27,20.7,26.29
Apples,1.88,9.5,17.86
Carrots,1.26,7.1,8.95
Ginger,5.13,39.6,203.15
Watermelon,0.66,9.3,6.14
Green beans,2.52,33,83.16
Orange,1.09,1.7,1.85
Carrots,1.26,0.5,0.63
Watermelon,0.66,15.4,10.16
Apples,1.88,15.1,28.39
Apples,1.88,38,71.44
Tomatoes,3.16,24.4,77.1
Bok choy,1.42,0.9,1.28
Corn,1.07,29,31.03
Green peppers,1.89,20.7,39.12
Avocados,3.23,17,54.91
Corn,1.07,22.4,23.97
Apricots,3.71,1.9,7.05
Potatoes,0.86,2.6,2.24
Carrots,1.26,37.9,47.75
Orange,1.09,25.4,27.69
Green cabbage,0.8,33,26.4
Butternut squash,1.28,1.6,2.05
Eggplant,2.32,18.7,43.38
Bok choy,1.42,36.4,51.69
Green cabbage,0.8,10.6,8.48
Spinach,4.12,7.7,31.72
Beets,1.51,16.9,25.52
Bananas,0.86,36.3,31.22
Lettuce,1.88,22.8,42.86
Grapefruit,0.76,7.1,5.4
Coconuts,1.18,4.7,5.55
Fava beans,2.69,3.2,8.61
Green peppers,1.89,10.4,19.66
Green peppers,1.89,11.2,21.17
Kale,5.02,22.1,110.94
Parsnips,2.27,23.3,52.89
Kale,5.02,28.7,144.07
Daikon,1.4,36.1,50.54
Daikon,1.4,22.9,32.06
Celery,1.19,23.2,27.61
Red onion,0.78,17.6,13.73
Avocados,3.23,29,93.67
Daikon,1.4,10.3,14.42
Lettuce,1.88,28.5,53.58
Strawberries,4.4,34.5,151.8
Apricots,3.71,36.9,136.9
Papaya,1.34,22.9,30.69
Parsnips,2.27,26.3,59.7
Yellow peppers,2.87,1.3,3.73
Lime,1.06,33.6,35.62
Ginger,5.13,23.3,119.53
Green peppers,1.89,10.7,20.22
Bok choy,1.42,25.7,36.49
Okra,2.26,4.5,10.17
Bok choy,1.42,22.2,31.52
Potatoes,0.86,23.1,19.87
Butternut squash,1.28,3.5,4.48
Eggplant,2.32,11.2,25.98
Potatoes,0.86,12.2,10.49
Beets,1.51,20.6,31.11
Parsnips,2.27,3.4,7.72
Potatoes,0.86,30.7,26.4
Asparagus,2.49,26.4,65.74
Apricots,3.71,17.6,65.3
Okra,2.26,6.6,14.92
Red onion,0.78,2.1,1.64
Bok choy,1.42,19.6,27.83
Celery,1.19,11.5,13.69
Bananas,0.86,13.4,11.52
Daikon,1.4,35.3,49.42
Okra,2.26,25.2,56.95
Lemon,1.27,32.7,41.53
Cucumber,1.07,25.9,27.71
Orange,1.09,18.7,20.38
Spinach,4.12,15.1,62.21
Apples,1.88,21.9,41.17
Green cabbage,0.8,34.5,27.6
Asparagus,2.49,36.9,91.88
Cherries,9.5,1.1,10.45
Celery,1.19,38.6,45.93
Tomatoes,3.16,29,91.64
Strawberries,4.4,26.7,117.48
Parsnips,2.27,17.5,39.73
Okra,2.26,3,6.78
Bok choy,1.42,32.1,45.58
Green cabbage,0.8,38.6,30.88
Tomatoes,3.16,13.4,42.34
Grapes,2.63,33.4,87.84
Ginger,5.13,8.3,42.58
Garlic,3.07,11.9,36.53
Spinach,4.12,12.1,49.85
Garlic,3.07,6.7,20.57
Green peppers,1.89,18.7,35.34
Garlic,3.07,3.5,10.75
Strawberries,4.4,9.2,40.48
Lime,1.06,26.4,27.98
Corn,1.07,35,37.45
Grapes,2.63,36.4,95.73
Avocados,3.23,20.1,64.92
Beets,1.51,34.8,52.55
Red onion,0.78,16.8,13.1
Celery,1.19,13.8,16.42
Green cabbage,0.8,3.4,2.72
Bananas,0.86,12.2,10.49
Green beans,2.52,35.6,89.71
Green cabbage,0.8,11.1,8.88
Avocados,3.23,25.5,82.37
Eggplant,2.32,33.4,77.49
Papaya,1.34,15.9,21.31
Strawberries,4.4,39,171.6
Lemon,1.27,39.5,50.17
Beets,1.51,14.3,21.59
Okra,2.26,22.1,49.95
Coconuts,1.18,1.3,1.53
Asparagus,2.49,4.3,10.71
Watermelon,0.66,13.9,9.17
Yellow peppers,2.87,33,94.71
Celery,1.19,31.5,37.49
Watermelon,0.66,19.9,13.13
Spinach,4.12,14.4,59.33
Bok choy,1.42,15.1,21.44
Grapes,2.63,39.1,102.83
Tomatoes,3.16,2,6.32
Daikon,1.4,28.3,39.62
Orange,1.09,1.3,1.42
Cherries,9.5,33.9,322.05
Apples,1.88,3.6,6.77
Lettuce,1.88,9.3,17.48
Garlic,3.07,37.6,115.43
Eggplant,2.32,22.7,52.66
Lemon,1.27,35.7,45.34
Corn,1.07,24.5,26.22
Apricots,3.71,31.2,115.75
Apples,1.88,36.3,68.24
Grapes,2.63,10.6,27.88
Strawberries,4.4,22.2,97.68
Red onion,0.78,31.1,24.26
Eggplant,2.32,14.6,33.87
Red onion,0.78,30.4,23.71
Apples,1.88,16.9,31.77
Apples,1.88,2.5,4.7
Kale,5.02,22.9,114.96
Watermelon,0.66,35,23.1
Orange,1.09,29.6,32.26
Carrots,1.26,1.3,1.64
Avocados,3.23,16.5,53.3
Daikon,1.4,32.8,45.92
Butternut squash,1.28,38.4,49.15
Strawberries,4.4,20.1,88.44
Fava beans,2.69,11.5,30.94
Cherries,9.5,10,95
Carrots,1.26,2.4,3.02
Spinach,4.12,5.5,22.66
Carrots,1.26,4.4,5.54
Green beans,2.52,23.8,59.98
Celery,1.19,22.5,26.78
Potatoes,0.86,31,26.66
Apples,1.88,28.3,53.2
Eggplant,2.32,35.1,81.43
Orange,1.09,14.4,15.7
Brussels sprouts,1.65,17.3,28.55
Okra,2.26,6.2,14.01
Okra,2.26,17.2,38.87
Ginger,5.13,13,66.69
Lime,1.06,24.3,25.76
Spinach,4.12,19.8,81.58
Papaya,1.34,5.1,6.83
Garlic,3.07,39.5,121.27
Red onion,0.78,35.3,27.53
Asparagus,2.49,33.3,82.92
Strawberries,4.4,5.6,24.64
Celery,1.19,2.1,2.5
Asparagus,2.49,5.9,14.69
Potatoes,0.86,14.6,12.56
Bok choy,1.42,0.5,0.71
Red onion,0.78,7.2,5.62
Corn,1.07,19.1,20.44
Grapes,2.63,33.5,88.11
Okra,2.26,17.1,38.65
Carrots,1.26,24.7,31.12
Bananas,0.86,25.8,22.19
Grapefruit,0.76,17.8,13.53
Grapefruit,0.76,34.7,26.37
Fava beans,2.69,21.2,57.03
Red onion,0.78,5,3.9
Papaya,1.34,13.4,17.96
Coconuts,1.18,21.4,25.25
Cherries,9.5,11.8,112.1
Ginger,5.13,11.2,57.46
Bananas,0.86,24.7,21.24
Cucumber,1.07,27.6,29.53
Asparagus,2.49,38.3,95.37
Cucumber,1.07,6.6,7.06
Garlic,3.07,2.2,6.75
Brussels sprouts,1.65,11.1,18.32
Watermelon,0.66,9.8,6.47
Bananas,0.86,9,7.74
Strawberries,4.4,12,52.8
Red onion,0.78,33.5,26.13
Orange,1.09,6.9,7.52
Tomatoes,3.16,33.1,104.6
Daikon,1.4,17.1,23.94
Apricots,3.71,19.4,71.97
Green peppers,1.89,13.7,25.89
Strawberries,4.4,36.7,161.48
Lemon,1.27,38.4,48.77
Kale,5.02,13.7,68.77
Asparagus,2.49,12,29.88
Brussels sprouts,1.65,23.7,39.11
Bok choy,1.42,23.8,33.8
Celery,1.19,37,44.03
Butternut squash,1.28,9.8,12.54
Brussels sprouts,1.65,30,49.5
Avocados,3.23,10.2,32.95
Strawberries,4.4,14.4,63.36
Brussels sprouts,1.65,5.5,9.08
Lettuce,1.88,12.5,23.5
Carrots,1.26,14.9,18.77
Lemon,1.27,24.1,30.61
Asparagus,2.49,14.3,35.61
Coconuts,1.18,18.9,22.3
Green cabbage,0.8,37.5,30
Celery,1.19,6.3,7.5
Papaya,1.34,10.8,14.47
Green beans,2.52,1.2,3.02
Potatoes,0.86,19.8,17.03
Spinach,4.12,27.6,113.71
Corn,1.07,35.5,37.99
Red onion,0.78,24.8,19.34
Brussels sprouts,1.65,3.6,5.94
Watermelon,0.66,39.5,26.07
Eggplant,2.32,1.4,3.25
Okra,2.26,7.2,16.27
Red onion,0.78,13.5,10.53
Orange,1.09,18.3,19.95
Yellow peppers,2.87,32.3,92.7
Ginger,5.13,34.2,175.45
Butternut squash,1.28,24,30.72
Green cabbage,0.8,28.5,22.8
Butternut squash,1.28,1.5,1.92
Spinach,4.12,30.6,126.07
Green beans,2.52,38.4,96.77
Eggplant,2.32,4.6,10.67
Spinach,4.12,30.4,125.25
Watermelon,0.66,30.4,20.06
Asparagus,2.49,13.4,33.37
Red onion,0.78,12.3,9.59
Green beans,2.52,18.2,45.86
Lemon,1.27,7.8,9.91
Lettuce,1.88,16.4,30.83
Kale,5.02,34.9,175.2
Cucumber,1.07,16.8,17.98
Grapefruit,0.76,19.2,14.59
Coconuts,1.18,6.2,7.32
Beets,1.51,21.4,32.31
Lettuce,1.88,29.1,54.71
Potatoes,0.86,17.5,15.05
Lettuce,1.88,2.1,3.95
Eggplant,2.32,9.1,21.11
Apples,1.88,11.2,21.06
Green cabbage,0.8,10.6,8.48
Lemon,1.27,9.1,11.56
Okra,2.26,25.6,57.86
Beets,1.51,36.5,55.12
Orange,1.09,8.2,8.94
Corn,1.07,37.5,40.13
Asparagus,2.49,23.8,59.26
Red onion,0.78,27.2,21.22
Cherries,9.5,27.1,257.45
Watermelon,0.66,7.6,5.02
Butternut squash,1.28,26.9,34.43
Celery,1.19,17.4,20.71
Orange,1.09,38.2,41.64
Garlic,3.07,37.3,114.51
Lime,1.06,26.5,28.09
Grapefruit,0.76,19.2,14.59
Ginger,5.13,18.9,96.96
Green peppers,1.89,22.6,42.71
Strawberries,4.4,21.9,96.36
Cucumber,1.07,16.5,17.66
Apples,1.88,19.9,37.41
Kale,5.02,36.8,184.74
Beets,1.51,9.7,14.65
Strawberries,4.4,36.2,159.28
Cherries,9.5,14.2,134.9
Okra,2.26,3.2,7.23
Potatoes,0.86,40,34.4
Watermelon,0.66,25,16.5
Garlic,3.07,8,24.56
Eggplant,2.32,20.1,46.63
Celery,1.19,15.9,18.92
Fava beans,2.69,4.6,12.37
Red onion,0.78,14.5,11.31
Fava beans,2.69,15,40.35
Cucumber,1.07,2.9,3.1
Corn,1.07,6.8,7.28
Beets,1.51,17.9,27.03
Papaya,1.34,39.3,52.66
Corn,1.07,19.9,21.29
Asparagus,2.49,33.8,84.16
Parsnips,2.27,24.8,56.3
Cucumber,1.07,26.3,28.14
Green cabbage,0.8,33.2,26.56
Kale,5.02,39,195.78
Parsnips,2.27,28.3,64.24
Eggplant,2.32,34.6,80.27
Green peppers,1.89,17.9,33.83
Green beans,2.52,25.8,65.02
Lime,1.06,20.7,21.94
Apricots,3.71,36,133.56
Spinach,4.12,25.2,103.82
Cucumber,1.07,25.8,27.61
Green cabbage,0.8,4.3,3.44
Okra,2.26,31.8,71.87
Cucumber,1.07,40,42.8
Carrots,1.26,13.2,16.63
Coconuts,1.18,28.9,34.1
Daikon,1.4,5.3,7.42
Celery,1.19,10.2,12.14
Carrots,1.26,29.4,37.04
Watermelon,0.66,26.7,17.62
Orange,1.09,11.5,12.54
Lime,1.06,32.4,34.34
Green cabbage,0.8,10.5,8.4
Garlic,3.07,21.2,65.08
Avocados,3.23,16.5,53.3
Apples,1.88,38.7,72.76
Cucumber,1.07,18.2,19.47
Strawberries,4.4,15.6,68.64
Carrots,1.26,31.8,40.07
Apples,1.88,21.9,41.17
Parsnips,2.27,5.4,12.26
Brussels sprouts,1.65,36.7,60.56
Parsnips,2.27,24.2,54.93
Red onion,0.78,7.7,6.01
Asparagus,2.49,34.2,85.16
Spinach,4.12,25.3,104.24
Beets,1.51,25.5,38.51
Green cabbage,0.8,26.2,20.96
Carrots,1.26,3.7,4.66
Strawberries,4.4,26.8,117.92
Cherries,9.5,15.3,145.35
Orange,1.09,29,31.61
Papaya,1.34,22.9,30.69
Fava beans,2.69,12.3,33.09
Beets,1.51,39.5,59.65
Coconuts,1.18,15.3,18.05
Red onion,0.78,29.2,22.78
Apples,1.88,32.7,61.48
Bananas,0.86,33.1,28.47
Spinach,4.12,9.8,40.38
Butternut squash,1.28,37.6,48.13
Green cabbage,0.8,11.8,9.44
Beets,1.51,24,36.24
Avocados,3.23,6.5,21
Cucumber,1.07,38.4,41.09
Garlic,3.07,39.2,120.34
Watermelon,0.66,25.4,16.76
Yellow peppers,2.87,36.8,105.62
Asparagus,2.49,22,54.78
Brussels sprouts,1.65,2.8,4.62
Cucumber,1.07,13.4,14.34
Bananas,0.86,35.1,30.19
Garlic,3.07,12.3,37.76
Grapefruit,0.76,9.1,6.92
Apricots,3.71,15.4,57.13
Butternut squash,1.28,14.4,18.43
Coconuts,1.18,12,14.16
Eggplant,2.32,23.2,53.82
Yellow peppers,2.87,16.7,47.93
Coconuts,1.18,9.2,10.86
Eggplant,2.32,35.4,82.13
Strawberries,4.4,31.2,137.28
Bananas,0.86,19,16.34
Avocados,3.23,7.1,22.93
Potatoes,0.86,0.9,0.77
Grapefruit,0.76,29.6,22.5
Daikon,1.4,25.6,35.84
Okra,2.26,3.2,7.23
Beets,1.51,33.1,49.98
Butternut squash,1.28,22.3,28.54
Ginger,5.13,2.4,12.31
Eggplant,2.32,32.2,74.7
Spinach,4.12,2.6,10.71
Garlic,3.07,33.3,102.23
Grapes,2.63,30.2,79.43
Parsnips,2.27,14,31.78
Lemon,1.27,25.5,32.39
Eggplant,2.32,27,62.64
Lime,1.06,29.3,31.06
Brussels sprouts,1.65,33.5,55.28
Kale,5.02,21.2,106.42
Green peppers,1.89,38.5,72.77
Green cabbage,0.8,20.3,16.24
Bananas,0.86,6.5,5.59
Bok choy,1.42,20.6,29.25
Carrots,1.26,27.1,34.15
Grapes,2.63,28.4,74.69
Apricots,3.71,14.8,54.91
Brussels sprouts,1.65,37.7,62.21
Spinach,4.12,18.8,77.46
Strawberries,4.4,38.9,171.16
Watermelon,0.66,16.9,11.15
Red onion,0.78,2,1.56
Bok choy,1.42,21.7,30.81
Corn,1.07,29.1,31.14
Corn,1.07,4.8,5.14
Avocados,3.23,39.5,127.59
Grapes,2.63,17.8,46.81
Bananas,0.86,16.1,13.85
Grapes,2.63,17.5,46.03
Garlic,3.07,5.5,16.89
Grapes,2.63,34.2,89.95
Apples,1.88,27.4,51.51
Grapefruit,0.76,25.5,19.38
Watermelon,0.66,27.4,18.08
Eggplant,2.32,30.3,70.3
Eggplant,2.32,13.2,30.62
Potatoes,0.86,19.2,16.51
Fava beans,2.69,10.9,29.32
Cherries,9.5,14.2,134.9
Corn,1.07,32.5,34.78
Grapes,2.63,27.3,71.8
Fava beans,2.69,12.9,34.7
Ginger,5.13,7.9,40.53
Avocados,3.23,23.3,75.26
Red onion,0.78,6.5,5.07
Grapefruit,0.76,6,4.56
Green beans,2.52,25.2,63.5
Garlic,3.07,26.8,82.28
Daikon,1.4,7.3,10.22
Brussels sprouts,1.65,13.8,22.77
Grapes,2.63,13.9,36.56
Apples,1.88,28,52.64
Grapes,2.63,24.5,64.44
Kale,5.02,17.7,88.85
Daikon,1.4,6.3,8.82
Lettuce,1.88,11.4,21.43
Watermelon,0.66,6.2,4.09
Eggplant,2.32,36.1,83.75
Strawberries,4.4,17,74.8
Red onion,0.78,13.8,10.76
Cucumber,1.07,4.2,4.49
Ginger,5.13,15.1,77.46
Carrots,1.26,12.4,15.62
Butternut squash,1.28,8.7,11.14
Strawberries,4.4,11,48.4
Apricots,3.71,8.4,31.16
Bok choy,1.42,6.3,8.95
Fava beans,2.69,29,78.01
Carrots,1.26,3.3,4.16
Parsnips,2.27,30.5,69.24
Beets,1.51,3.4,5.13
Kale,5.02,35.4,177.71
Cucumber,1.07,12.9,13.8
Potatoes,0.86,6.6,5.68
Cherries,9.5,10.5,99.75
Corn,1.07,29.9,31.99
Eggplant,2.32,31.3,72.62
Apricots,3.71,32.2,119.46
Daikon,1.4,9.5,13.3
Bananas,0.86,4.9,4.21
Grapefruit,0.76,8.4,6.38
Yellow peppers,2.87,38.3,109.92
Orange,1.09,6,6.54
Strawberries,4.4,22.5,99
Okra,2.26,12.4,28.02
Asparagus,2.49,4.2,10.46
Eggplant,2.32,11.9,27.61
Kale,5.02,13.6,68.27
Avocados,3.23,20.9,67.51
Coconuts,1.18,4.2,4.96
Spinach,4.12,23.7,97.64
Bananas,0.86,13.9,11.95
Cherries,9.5,32.6,309.7
Apples,1.88,4.4,8.27
Beets,1.51,24.2,36.54
Cherries,9.5,5.6,53.2
Parsnips,2.27,11.3,25.65
Ginger,5.13,24.3,124.66
Avocados,3.23,38.8,125.32
Asparagus,2.49,25.8,64.24
Brussels sprouts,1.65,16.6,27.39
Lime,1.06,20.6,21.84
Kale,5.02,32.8,164.66
Cherries,9.5,2.7,25.65
Grapes,2.63,27.8,73.11
Cherries,9.5,19.4,184.3
Coconuts,1.18,38.9,45.9
Coconuts,1.18,29.4,34.69
Celery,1.19,11.7,13.92
Avocados,3.23,38.6,124.68
Grapefruit,0.76,13.4,10.18
Bok choy,1.42,10.6,15.05
Parsnips,2.27,2.3,5.22
Bananas,0.86,13.4,11.52
Daikon,1.4,16,22.4
Coconuts,1.18,3.2,3.78
Cucumber,1.07,11.4,12.2
Asparagus,2.49,38.1,94.87
Carrots,1.26,16.3,20.54
Butternut squash,1.28,23.3,29.82
Tomatoes,3.16,5.6,17.7
Red onion,0.78,20.2,15.76
Carrots,1.26,2.1,2.65
Celery,1.19,34.2,40.7
Red onion,0.78,29.1,22.7
Cucumber,1.07,26.9,28.78
Coconuts,1.18,14.6,17.23
Celery,1.19,9.3,11.07
Apricots,3.71,25.3,93.86
Lemon,1.27,27.2,34.54
Green cabbage,0.8,36.7,29.36
Green beans,2.52,13.4,33.77
Kale,5.02,37.3,187.25
Grapefruit,0.76,30.7,23.33
Garlic,3.07,14.3,43.9
Apples,1.88,26.5,49.82
Butternut squash,1.28,12.9,16.51
Avocados,3.23,9.4,30.36
Ginger,5.13,2,10.26
Strawberries,4.4,26.1,114.84
Grapes,2.63,29.3,77.06
Cucumber,1.07,16.3,17.44
Cherries,9.5,24.3,230.85
Eggplant,2.32,20.4,47.33
Brussels sprouts,1.65,32.7,53.96
Butternut squash,1.28,4.4,5.63
Bananas,0.86,18.4,15.82
Yellow peppers,2.87,36.1,103.61
Strawberries,4.4,8.1,35.64
Potatoes,0.86,37.7,32.42
Carrots,1.26,30.8,38.81
Beets,1.51,39.4,59.49
Apples,1.88,34.2,64.3
Asparagus,2.49,1.6,3.98
Garlic,3.07,7.5,23.03
Cucumber,1.07,4,4.28
Apricots,3.71,21.5,79.77
Grapes,2.63,27.6,72.59
Papaya,1.34,10.8,14.47
Lime,1.06,24.4,25.86
Green cabbage,0.8,33.5,26.8
Coconuts,1.18,39.5,46.61
Daikon,1.4,20.9,29.26
Butternut squash,1.28,28.1,35.97
Green cabbage,0.8,18.1,14.48
Garlic,3.07,18.5,56.8
Apricots,3.71,22,81.62
Avocados,3.23,14.5,46.84
Corn,1.07,10.4,11.13
Strawberries,4.4,24,105.6
Lettuce,1.88,35.7,67.12
Beets,1.51,36.3,54.81
Green peppers,1.89,1.3,2.46
Lettuce,1.88,23.6,44.37
Carrots,1.26,11.3,14.24
Avocados,3.23,34.8,112.4
Garlic,3.07,35.9,110.21
Cucumber,1.07,39.3,42.05
Bok choy,1.42,10.3,14.63
Potatoes,0.86,37.7,32.42
Coconuts,1.18,23.4,27.61
Eggplant,2.32,25.5,59.16
Butternut squash,1.28,38.8,49.66
Fava beans,2.69,12,32.28
Papaya,1.34,20.8,27.87
Asparagus,2.49,35.6,88.64
Asparagus,2.49,38,94.62
Papaya,1.34,6.9,9.25
Daikon,1.4,22.4,31.36
Butternut squash,1.28,16.2,20.74
Grapefruit,0.76,16.1,12.24
Garlic,3.07,4.9,15.04
Avocados,3.23,22.2,71.71
Okra,2.26,13.9,31.41
Strawberries,4.4,29.2,128.48
Carrots,1.26,16.4,20.66
Strawberries,4.4,10.7,47.08
Tomatoes,3.16,4.6,14.54
Kale,5.02,9,45.18
Apricots,3.71,22,81.62
Tomatoes,3.16,19,60.04
Beets,1.51,10.7,16.16
Parsnips,2.27,10.2,23.15
Beets,1.51,5.4,8.15
Kale,5.02,29.5,148.09
Potatoes,0.86,35,30.1
Kale,5.02,35.8,179.72
Kale,5.02,38.9,195.28
Green peppers,1.89,9.9,18.71
Lemon,1.27,11.6,14.73
Strawberries,4.4,2.1,9.24
Lime,1.06,8.7,9.22
Apricots,3.71,33.1,122.8
Watermelon,0.66,23.4,15.44
Spinach,4.12,26.5,109.18
Lettuce,1.88,24.7,46.44
Okra,2.26,4.4,9.94
Green beans,2.52,28.9,72.83
Fava beans,2.69,1.3,3.5
Cucumber,1.07,19.6,20.97
Beets,1.51,0.8,1.21
Green cabbage,0.8,5.7,4.56
Green beans,2.52,1.9,4.79
Beets,1.51,1.5,2.27
Papaya,1.34,7.1,9.51
Garlic,3.07,38.5,118.2
Daikon,1.4,5.8,8.12
Strawberries,4.4,2.5,11
Butternut squash,1.28,37.7,48.26
Ginger,5.13,36.9,189.3
Spinach,4.12,9.4,38.73
Orange,1.09,24.4,26.6
Tomatoes,3.16,8,25.28
Yellow peppers,2.87,18.3,52.52
Lime,1.06,15.7,16.64
Carrots,1.26,29.9,37.67
Fava beans,2.69,35.9,96.57
Beets,1.51,16.6,25.07
Carrots,1.26,8,10.08
Daikon,1.4,5,7
Yellow peppers,2.87,39.6,113.65
Red onion,0.78,26.8,20.9
Okra,2.26,15.8,35.71
Coconuts,1.18,8.9,10.5
Celery,1.19,1.4,1.67
Strawberries,4.4,1.2,5.28
Okra,2.26,24.1,54.47
Corn,1.07,30.8,32.96
Strawberries,4.4,29.5,129.8
Coconuts,1.18,31.6,37.29
Celery,1.19,30.9,36.77
Green cabbage,0.8,29.9,23.92
Butternut squash,1.28,23.4,29.95
Spinach,4.12,6.4,26.37
Orange,1.09,32.6,35.53
Papaya,1.34,13.6,18.22
Coconuts,1.18,8.7,10.27
Parsnips,2.27,11.1,25.2
Green cabbage,0.8,16.9,13.52
Green cabbage,0.8,2.2,1.76
Fava beans,2.69,36,96.84
Strawberries,4.4,17.5,77
Carrots,1.26,19.1,24.07
Garlic,3.07,15.6,47.89
Grapes,2.63,8.7,22.88
Lime,1.06,5.5,5.83
Yellow peppers,2.87,18.5,53.1
Asparagus,2.49,8.6,21.41
Grapes,2.63,38.6,101.52
Strawberries,4.4,15.8,69.52
Potatoes,0.86,8.6,7.4
Lettuce,1.88,11.1,20.87
Daikon,1.4,6.9,9.66
Lemon,1.27,39.3,49.91
Asparagus,2.49,30.5,75.95
Beets,1.51,32.2,48.62
Carrots,1.26,32,40.32
Okra,2.26,39.3,88.82
Cucumber,1.07,8.2,8.77
Red onion,0.78,15.7,12.25
Daikon,1.4,26.1,36.54
Potatoes,0.86,18.8,16.17
Carrots,1.26,4.9,6.17
Yellow peppers,2.87,10.1,28.99
Lettuce,1.88,10,18.8
Bok choy,1.42,4.3,6.11
Fava beans,2.69,6.4,17.22
Bananas,0.86,35.2,30.27
Corn,1.07,32.8,35.1
Tomatoes,3.16,6.3,19.91
Asparagus,2.49,28.3,70.47
Bananas,0.86,29.4,25.28
Kale,5.02,16.3,81.83
Celery,1.19,8.7,10.35
Yellow peppers,2.87,1.6,4.59
Cherries,9.5,34.6,328.7
Fava beans,2.69,37.6,101.14
Bananas,0.86,32.9,28.29
Okra,2.26,28,63.28
Green cabbage,0.8,12.7,10.16
Bok choy,1.42,10.6,15.05
Butternut squash,1.28,21.5,27.52
Watermelon,0.66,8,5.28
Lime,1.06,17.7,18.76
Carrots,1.26,27.5,34.65
Lemon,1.27,26.4,33.53
Watermelon,0.66,25,16.5
Lettuce,1.88,28.1,52.83
Coconuts,1.18,4.6,5.43
Avocados,3.23,13.3,42.96
Cucumber,1.07,36.2,38.73
Kale,5.02,8.5,42.67
Tomatoes,3.16,17.2,54.35
Asparagus,2.49,30.6,76.19
Bananas,0.86,10.9,9.37
Lime,1.06,38.2,40.49
Beets,1.51,25.9,39.11
Grapefruit,0.76,34.1,25.92
Green beans,2.52,21.8,54.94
Lettuce,1.88,23.7,44.56
Eggplant,2.32,12,27.84
Beets,1.51,4.7,7.1
Lettuce,1.88,17.2,32.34
Celery,1.19,36.9,43.91
Cucumber,1.07,34.9,37.34
Asparagus,2.49,15.3,38.1
Eggplant,2.32,2.7,6.26
Lime,1.06,30.1,31.91
Yellow peppers,2.87,35.6,102.17
Parsnips,2.27,22.4,50.85
Avocados,3.23,10.2,32.95
Celery,1.19,23.1,27.49
Potatoes,0.86,9.2,7.91
Grapefruit,0.76,1.8,1.37
Strawberries,4.4,15.7,69.08
Bananas,0.86,32.3,27.78
Avocados,3.23,8,25.84
Tomatoes,3.16,16.6,52.46
Brussels sprouts,1.65,9.6,15.84
Watermelon,0.66,36,23.76
Grapes,2.63,31.8,83.63
Brussels sprouts,1.65,14.9,24.59
Watermelon,0.66,18.6,12.28
